2.7784237731,4.70876918617
3.62331066283,2.05888528851
4.40657038314,12.2594168482
5.61598664235,7.55571866214
6.02056520918,12.1301171469
7.01216664222,9.87724136665
7.06850698288,18.1401357115
8.50234049189,19.8976920582
9.34502954299,20.9272636642
9.66422206564,20.8280233289
11.056977869,21.1019691397
11.4091013539,25.6374080454
11.9731488239,22.0480890471
13.0165941816,29.9022165181
13.6198027435,28.8509310912
14.6216458535,23.9688794712
14.9995859041,24.9199357389
15.9471948745,24.5225322955
16.6170040632,28.1800836336
17.1922119787,25.6688857071
18.0564230145,26.9703245391
19.192171056,39.0468160414
19.9441806266,32.7063211493
20.7722489819,38.9557563129
21.2338353039,33.7436235836
21.8851007731,35.6899744796
22.677806427,43.7983656197
23.5337517827,42.25246504
24.4310051641,48.6372250771
24.9003462003,49.521067313
2.92393321258,9.15992968271
3.11238082736,4.85007866996
4.03403635714,16.0780771828
4.55626738392,7.52258851619
5.02142629085,12.2232790999
5.63130380563,20.9012375354
6.00184136347,15.0225927411
6.00818856927,14.93753552
6.87435699664,21.9061474735
7.20698199217,20.6189989969
8.32696767136,19.3282722446
8.71934302708,24.9036000593
8.61302440397,21.9314295122
9.66067718806,31.3347939214
9.83975755579,33.869479207
3.21136988069,0.191742321136
2.78322280253,9.20469354376
3.82410846969,-1.27747148324
3.9636911653,4.31857739618
4.34530268582,5.45925445512
5.07376282893,4.68564983996
3.92975113464,4.9323984514
6.71370072514,8.16762530293
5.89284450471,7.69893493411
6.72427249399,2.1657924756
6.48877147614,0.118605408306
6.77869708396,11.7766916202
7.34752399601,2.42822616916
7.69626885076,5.58699409741
8.14681491607,5.40333650684
8.44140895817,8.30517987718
9.13020649083,8.11201213532
8.91944161377,5.49288671636
9.91149535143,0.795004705342
10.5116853128,7.63939970098
6.6075035847,2.1363892048
8.37667442624,7.2080189699
9.01787497353,5.45933916449
7.68152960921,9.73195406473
8.68446470909,12.4645865753
8.67078392516,13.4213655211
9.29444871734,6.1796673074
9.21765070072,9.41708393839
10.9218306757,12.6947523767
10.5115826844,10.0835280684
12.1808932789,14.7712046054
11.0617033411,14.1248327754
11.3119740766,15.1166235062
12.9020173751,10.075078608
12.0303671225,13.327923508
13.1651494187,15.4388792127
13.0444911506,12.6093992654
14.4078244972,8.93064157966
14.3305129298,8.29087063235
15.1457060864,10.8006668614
